202132142558,24.84728,31.90665,4.766989
20213214264,24.76148,31.89902,4.772007
202132142610,24.82583,31.88376,4.772007
202132142616,24.84728,31.89139,4.766989
202132142622,24.82583,31.84561,4.772007
202132142628,24.82583,31.86087,4.777025
202132142634,24.8151,31.81509,4.766989
202132142640,24.76148,31.81509,4.766989
202132142647,24.7722,31.79984,4.777025
202132142653,24.7722,31.82272,4.772007
202132142659,24.74003,31.80747,4.766989
20213214275,24.75075,31.82272,4.761971
202132142711,24.76148,31.81509,4.772007
202132142717,24.76148,31.82272,4.772007
202132142723,24.76148,31.79984,4.766989
202132142729,24.76148,31.79221,4.777025
202132142735,24.74003,31.78458,4.772007
202132142741,24.80438,31.76169,4.766989
202132142747,24.79366,31.76932,4.761971
202132142753,24.79366,31.76169,4.777025
202132142759,24.79366,31.75406,4.777025
20213214285,24.84728,31.76932,4.761971
202132142811,24.8151,31.75406,4.761971
202132142817,24.80438,31.74643,4.777025
202132142823,24.80438,31.74643,4.777025
202132142830,24.74003,31.75406,4.772007
202132142836,24.7722,31.74643,4.766989
202132142842,24.80438,31.74643,4.772007
202132142848,24.75075,31.74643,4.766989
202132142854,24.74003,31.74643,4.766989
20213214290,24.74003,31.73117,4.777025
20213214296,24.78293,31.74643,4.777025
202132142912,24.7722,31.73117,4.772007
202132142918,24.7722,31.71591,4.772007
202132142924,24.7722,31.72354,4.777025
202132142930,24.78293,31.71591,4.772007
202132142936,24.76148,31.70828,4.766989
202132142942,24.75075,31.69302,4.772007
202132142948,24.78293,31.69302,4.777025
202132142955,24.78293,31.6854,4.766989
20213214301,24.80438,31.67014,4.761971
20213214307,24.79366,31.67777,4.777025
202132143013,24.8151,31.65488,4.772007
202132143019,24.80438,31.67014,4.772007
202132143025,24.83656,31.67014,4.761971
202132143031,24.83656,31.67777,4.777025
202132143037,24.86873,31.63962,4.782043
202132143043,24.87946,31.63199,4.766989
202132143049,24.87946,31.63962,4.766989
202132143055,24.858,31.62436,4.772007
20213214311,24.86873,31.62436,4.777025
20213214317,24.92236,31.61673,4.761971
202132143113,24.91163,31.59384,4.787061
202132143120,24.9009,31.60147,4.772007
202132143126,24.89018,31.58621,4.766989
202132143132,24.86873,31.59384,4.761971
202132143138,24.87946,31.60147,4.772007
202132143144,24.86873,31.60147,4.772007
202132143150,24.89018,31.61673,4.761971
202132143156,24.86873,31.65488,4.766989
20213214322,24.89018,31.64725,4.782043
20213214328,24.89018,31.67014,4.766989
202132143214,24.91163,31.65488,4.772007
202132143220,24.93308,31.67014,4.772007
202132143226,24.93308,31.65488,4.772007
202132143232,24.89018,31.65488,4.766989
202132143238,24.87946,31.6854,4.766989
202132143244,24.86873,31.74643,4.772007
202132143250,24.858,31.76169,4.777025
202132143256,24.83656,31.75406,4.772007
20213214333,24.87946,31.76932,4.772007
20213214339,24.87946,31.74643,4.777025
202132143315,24.91163,31.7388,4.772007
202132143321,24.84728,31.78458,4.766989
202132143327,24.89018,31.86087,4.766989
202132143333,24.87946,31.88376,4.772007
202132143339,24.9009,31.8685,4.777025
202132143345,24.9009,31.8685,4.766989
202132143351,24.91163,31.88376,4.772007
202132143357,24.858,31.88376,4.782043
20213214343,24.9009,31.89902,4.772007
20213214349,24.858,31.87613,4.761971
202132143415,24.9009,31.86087,4.772007
202132143421,24.89018,31.83798,4.772007
202132143427,24.93308,31.82272,4.772007
202132143433,24.89018,31.78458,4.766989
202132143440,24.86873,31.75406,4.772007
202132143446,24.87946,31.73117,4.772007
202132143452,24.858,31.71591,4.772007
202132143458,24.86873,31.70828,4.772007
20213214354,24.9009,31.70828,4.766989
202132143510,24.89018,31.66251,4.777025
202132143516,24.9009,31.63962,4.772007
202132143522,24.89018,31.64725,4.761971
202132143528,24.91163,31.62436,4.777025
202132143534,24.86873,31.62436,4.766989
202132143540,24.83656,31.62436,4.766989
202132143546,24.83656,31.69302,4.766989
202132143552,24.82583,31.78458,4.777025
202132143558,24.86873,31.8685,4.782043
20213214364,24.84728,31.94479,4.777025
202132143610,24.86873,32.00583,4.766989
202132143617,24.91163,32.00583,4.772007
202132143623,24.9009,31.98294,4.777025
202132143629,24.92236,31.96768,4.772007
202132143635,24.9009,31.93717,4.777025
202132143641,24.93308,31.91428,4.772007
202132143647,24.93308,31.88376,4.766989
202132143653,24.89018,31.84561,4.772007
202132143659,24.96526,31.81509,4.782043
20213214375,24.9009,31.76169,4.772007
202132143711,24.89018,31.71591,4.766989
202132143717,24.91163,31.70828,4.766989
202132143723,24.89018,31.6854,4.772007
202132143729,24.83656,31.69302,4.782043
202132143735,24.82583,31.72354,4.766989
